what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352056067112
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1352056089008
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1352056089043
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056133352
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056133917
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056139265
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056144168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056151057
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056151229
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056178677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056187871
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056201878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056204627
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056213273
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056215385
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056224913
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056231574
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1352056232238
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056236683
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056237297
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056244633
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056262894
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056268341
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056269283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352056274577
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352056274788
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056275986
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056276557
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352056279208
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1352056292359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056292922
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056371733
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352056371766
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056380830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056381476
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056382823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056382873
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056395736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056414439
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056426194
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056426782
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056426922
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056428204
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056429753
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056433470
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056438907
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056439377
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056444112
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056477197
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056481512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056570765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056576807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056646745
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1352056649018
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056657479
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056672665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056687322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056688149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056706497
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056707194
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056712841
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056729507
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1352056731147
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1352056731213
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056737356
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056739973
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352056742117
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352056752741
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352056762715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056767239
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056767884
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056768593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056784447
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1352056784466
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352056785042
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056793208
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056798210
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352056809127
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056814763
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056821989
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352056822079
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056829242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056855753
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056905804
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352056980520
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057010093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057247094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057256753
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057309725
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1352057309759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057311140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057342153
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352057342234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057345673
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057357922
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1352057362538
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1352057382580
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057426346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057427809
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057437519
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057448360
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057453613
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057455483
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057476304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057497109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057499040
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057500210
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1352057512170
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1352057513686
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1352057542447
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1352057544288
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057548585
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057555236
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057559800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057561021
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352057564234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352057564440
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352057564593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352057564738
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352057564874
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352057565040
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352057565202
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352057565344
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352057565681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057580698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057581326
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352057583111
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352057594270
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352057600828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057607828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057614935
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352057641630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057644309
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057645325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057645764
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057648629
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352057650455
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058347671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352058363250
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352058363877
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352058364389
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1352058368556
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1352058369101
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352058373027
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352058388737
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352058390080
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352058390245
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1352058390408
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058412544
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058687396
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058706133
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058706772
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352058708839
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352058714625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058718544
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058719942
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058720586
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058721406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058722307
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058736031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058736511
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058739304
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058746379
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058747217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058747461
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058754882
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352058764089
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352058768616
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058774466
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058774884
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058778287
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058809389
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058819889
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058820471
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352058822438
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352058824617
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352058832549
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1352058837577
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058838937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058877705
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1352058877744
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058879458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1352058880291
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1352058881321
